City,Organization Name,Payment Amount,Grant Type,Grant Sector
Vancouver,Pacific Cinematheque Pacifique Society,40000,Community Gaming Grant,Arts and Culture
Vancouver,Pacific Legal Education and Outreach Society,25000,Community Gaming Grant,Human and Social Services
Vancouver,Percy Norman Swim Club,53000,Community Gaming Grant,Sport
Vancouver,Peretz Centre for Secular Jewish Culture,12000,Community Gaming Grant,Arts and Culture
Vancouver,Pink Ink Theatre Productions Association,44000,Community Gaming Grant,Arts and Culture
Vancouver,Powell Street Festival Society,22500,Community Gaming Grant,Arts and Culture
Vancouver,Pride in Art Society,39000,Community Gaming Grant,Arts and Culture
Vancouver,Pro Musica Society of Vancouver,7100,Community Gaming Grant,Arts and Culture
Vancouver,Projectile Publishing Society,15000,Community Gaming Grant,Arts and Culture
Vancouver,PTC Playwrights Theatre Centre,34000,Community Gaming Grant,Arts and Culture
Vancouver,PuSh International Performing Arts Festival Society,55000,Community Gaming Grant,Arts and Culture
Vancouver,Radix Theatre Society,25000,Community Gaming Grant,Arts and Culture
Vancouver,Raven Spirit Dance Society,4000,Community Gaming Grant,Arts and Culture
Vancouver,Realwheels Society,22000,Community Gaming Grant,Arts and Culture
Vancouver,Recorded Movement Society,2000,Community Gaming Grant,Arts and Culture
Vancouver,Reel Causes Society,2600,Community Gaming Grant,Arts and Culture
Vancouver,Reel To Real: A Celebration Of Moving Images For Youth Society,19500,Community Gaming Grant,Arts and Culture
Vancouver,Rice and Beans Theatre Society,11000,Community Gaming Grant,Arts and Culture
Vancouver,Roedde House Preservation Society,29000,Community Gaming Grant,Arts and Culture
Vancouver,Rogue Folk Club,15000,Community Gaming Grant,Arts and Culture
Vancouver,Rosario Ancer Flamenco Arts Society,36000,Community Gaming Grant,Arts and Culture
Vancouver,Ruby Slippers Productions Society,50000,Community Gaming Grant,Arts and Culture
Vancouver,Rumble Productions Society,58400,Community Gaming Grant,Arts and Culture
Vancouver,Secret Lantern Society,15000,Community Gaming Grant,Arts and Culture
Vancouver,Seismic Shift Arts Society,39000,Community Gaming Grant,Arts and Culture
Vancouver,Shameless Hussy Production Society,15700,Community Gaming Grant,Arts and Culture
Vancouver,Shay Kuebler Radical System Arts Society,17000,Community Gaming Grant,Arts and Culture
Vancouver,Shot of Scotch Dance Society,15000,Community Gaming Grant,Arts and Culture
Vancouver,Simon Fraser Aquatics Swim Club,60600,Community Gaming Grant,Sport
Vancouver,SMI Film Society,15000,Community Gaming Grant,Arts and Culture
Vancouver,Social Diversity for Children Foundation,6500,Community Gaming Grant,Human and Social Services
Vancouver,Some Assembly Arts Society,16000,Community Gaming Grant,Arts and Culture
Vancouver,Sophisticated Laughter Theatrical Society,2600,Community Gaming Grant,Arts and Culture
Vancouver,Sound the Alarm: Music/Theatre Society,13000,Community Gaming Grant,Arts and Culture
Vancouver,South Vancouver Little League Society,15000,Community Gaming Grant,Sport
Vancouver,Southlands Therapeutic Riding Society,22000,Community Gaming Grant,Sport
Vancouver,Spark Computer Graphics Society,39000,Community Gaming Grant,Arts and Culture
Vancouver,Standing Wave Society,8000,Community Gaming Grant,Arts and Culture
Vancouver,Still Moon Arts Society,15400,Community Gaming Grant,Arts and Culture
Vancouver,Sub-Terrain Literary Collective Society,9800,Community Gaming Grant,Arts and Culture
Vancouver,Sunset Skating Club,75000,Community Gaming Grant,Sport
Vancouver,Tennis - British Columbia,119000,Community Gaming Grant,Sport
Vancouver,Terminal City Glass Co-op,15000,Community Gaming Grant,Arts and Culture
Vancouver,Thamil Cultural Society of BC,6500,Community Gaming Grant,Arts and Culture
Vancouver,The Jewish Historical Society of British Columbia,48300,Community Gaming Grant,Arts and Culture
Vancouver,The Little Chamber Music Series That Could Society,9000,Community Gaming Grant,Arts and Culture
Vancouver,The Only Animal Theatre Society,20000,Community Gaming Grant,Arts and Culture
Vancouver,The Plastic Orchid Factory Society,12000,Community Gaming Grant,Arts and Culture
Vancouver,The Rainbow Band Society,6000,Community Gaming Grant,Arts and Culture
Vancouver,The Vancouver Bach Choir,50000,Community Gaming Grant,Arts and Culture
Vancouver,The Vancouver Book and Magazine Fair Society,15000,Community Gaming Grant,Arts and Culture
Vancouver,The Vancouver Cantata Society,50000,Community Gaming Grant,Arts and Culture
Vancouver,The Vancouver Children's Choir Choral Society,5000,Community Gaming Grant,Arts and Culture
Vancouver,The Vancouver Chopin Society,16000,Community Gaming Grant,Arts and Culture
Vancouver,Theatre in the Raw,23000,Community Gaming Grant,Arts and Culture
Vancouver,Theatre La Seizieme,36000,Community Gaming Grant,Arts and Culture
Vancouver,Theatre Replacement Society,56000,Community Gaming Grant,Arts and Culture
Vancouver,Tomoe Arts Society,6500,Community Gaming Grant,Arts and Culture
Vancouver,Touchstone Theatre Society,44500,Community Gaming Grant,Arts and Culture
Vancouver,TTS Theatre Terrific Society,25000,Community Gaming Grant,Arts and Culture
Vancouver,Turning Point Ensemble Society,15000,Community Gaming Grant,Arts and Culture
Vancouver,United Scottish Cultural Society,15500,Community Gaming Grant,Arts and Culture
Vancouver,United Voices Choral Society,9500,Community Gaming Grant,Arts and Culture
Vancouver,Up in the Air Theatre Society,26400,Community Gaming Grant,Arts and Culture
Vancouver,Urban Ink Production Society,17600,Community Gaming Grant,Arts and Culture
Vancouver,Vancouver Academy of Music,55700,Community Gaming Grant,Arts and Culture
Vancouver,Vancouver Access Artist Run Centre,10500,Community Gaming Grant,Arts and Culture
Vancouver,Vancouver Art Gallery Association,225000,Community Gaming Grant,Arts and Culture
Vancouver,Vancouver Asian Canadian Theatre,8500,Community Gaming Grant,Arts and Culture
Vancouver,Vancouver Asian Film Festival Society,6500,Community Gaming Grant,Arts and Culture
Vancouver,Vancouver Ballet Society,25000,Community Gaming Grant,Arts and Culture
Vancouver,Vancouver Chamber Choir,45000,Community Gaming Grant,Arts and Culture
Vancouver,Vancouver Cherry Blossom Festival Society,30500,Community Gaming Grant,Arts and Culture
Vancouver,Vancouver Chinese Instrumental Music Society,11250,Community Gaming Grant,Arts and Culture
Vancouver,Vancouver Choral Arts Society,30000,Community Gaming Grant,Arts and Culture
Vancouver,Vancouver Comic Arts Association,9000,Community Gaming Grant,Arts and Culture
Vancouver,Vancouver Community Gamelan Society,1500,Community Gaming Grant,Arts and Culture
Vancouver,Vancouver East Cultural Centre,100000,Community Gaming Grant,Arts and Culture
Vancouver,Vancouver Female Ice Hockey Association,75000,Community Gaming Grant,Sport
Vancouver,Vancouver Folk Music Festival Society,51000,Community Gaming Grant,Arts and Culture
Vancouver,Vancouver Fringe Theatre Society,75000,Community Gaming Grant,Arts and Culture
Vancouver,Vancouver Gaelic Choir Association,3500,Community Gaming Grant,Arts and Culture
Vancouver,Vancouver Hawks Field Hockey Club,50000,Community Gaming Grant,Sport
Vancouver,Vancouver Inter-Cultural Orchestra Society,10100,Community Gaming Grant,Arts and Culture
Vancouver,Vancouver International Bhangra Celebration Society,50000,Community Gaming Grant,Arts and Culture
Vancouver,Vancouver International Centre for Contemporary Asian Art,15000,Community Gaming Grant,Arts and Culture
Vancouver,Vancouver International Children's Festival Society,100000,Community Gaming Grant,Arts and Culture
Vancouver,Vancouver International Dance Festival Society,50000,Community Gaming Grant,Arts and Culture
Vancouver,Vancouver International Sculpture Biennale,250000,Community Gaming Grant,Arts and Culture
Vancouver,Vancouver International Writers Festival Society,58500,Community Gaming Grant,Arts and Culture
Vancouver,Vancouver Japanese Language School & Japanese Hall,53750,Community Gaming Grant,Arts and Culture
Vancouver,Vancouver Jewish Film Centre Society,20000,Community Gaming Grant,Arts and Culture
Vancouver,Vancouver Latin American Cultural Centre Society,12500,Community Gaming Grant,Arts and Culture
Vancouver,Vancouver Latin American Film Festival Society,21000,Community Gaming Grant,Arts and Culture
Vancouver,Vancouver Maritime Museum Society,93500,Community Gaming Grant,Arts and Culture
Vancouver,Vancouver Minor Baseball Association,12500,Community Gaming Grant,Sport
Vancouver,Vancouver Minor Hockey Association,97000,Community Gaming Grant,Sport
Vancouver,Vancouver Minor Lacrosse Association,23000,Community Gaming Grant,Sport
Vancouver,Vancouver Moving Theatre Society,48000,Community Gaming Grant,Arts and Culture
Vancouver,Vancouver Museum Society,83000,Community Gaming Grant,Arts and Culture
Vancouver,Vancouver New Music Society,50000,Community Gaming Grant,Arts and Culture
Vancouver,Vancouver Olympic Club,6300,Community Gaming Grant,Sport
Vancouver,Vancouver Opera Guild,10000,Community Gaming Grant,Arts and Culture
Vancouver,Vancouver Out On Screen Film and Video Society,39000,Community Gaming Grant,Arts and Culture
Vancouver,Vancouver Pacific Swim Club,99000,Community Gaming Grant,Sport
Vancouver,Vancouver Poetry House Society,10000,Community Gaming Grant,Arts and Culture
Vancouver,Vancouver Police Historical Society,34300,Community Gaming Grant,Arts and Culture
Vancouver,Vancouver Pride Society,36000,Community Gaming Grant,Arts and Culture
Vancouver,Vancouver Recital Society,20000,Community Gaming Grant,Arts and Culture
Vancouver,Vancouver Society for Early Music,90000,Community Gaming Grant,Arts and Culture
Vancouver,Vancouver South East Chinese School Society,24000,Community Gaming Grant,Arts and Culture
Vancouver,Vancouver Symphony Society,35000,Community Gaming Grant,Arts and Culture
Vancouver,Vancouver Tap Dance Society,32500,Community Gaming Grant,Arts and Culture
Vancouver,Vancouver Theatrical and Modern Fencing Club,11000,Community Gaming Grant,Sport
Vancouver,Vancouver Thunder Volleyball Club,13600,Community Gaming Grant,Sport
Vancouver,Vancouver Thunderbird Minor Hockey Association,160000,Community Gaming Grant,Sport
Vancouver,Vancouver Thunderbirds Track and Field Club,33300,Community Gaming Grant,Sport
Vancouver,Vancouver United Football Club,154000,Community Gaming Grant,Sport
Vancouver,Vancouver Vikings Swim Club,29600,Community Gaming Grant,Sport
Vancouver,Vancouver Vipers Water Polo Club,23000,Community Gaming Grant,Sport
Vancouver,Vancouver Welsh Men's Choir,15000,Community Gaming Grant,Arts and Culture
Vancouver,Vancouver Wooden Boat Society,10000,Community Gaming Grant,Arts and Culture
Vancouver,Vancouver Youth Theatre Society,29100,Community Gaming Grant,Arts and Culture
Vancouver,VDC Dance Centre Society,52000,Community Gaming Grant,Arts and Culture
Vancouver,Vetta Chamber Music Society,12000,Community Gaming Grant,Arts and Culture
Vancouver,Vines Art Festival Society,9000,Community Gaming Grant,Arts and Culture
Vancouver,Visceral Visions Society,5000,Community Gaming Grant,Arts and Culture
Vancouver,Visible Art Society,40000,Community Gaming Grant,Arts and Culture
Vancouver,WC Race Series,6000,Community Gaming Grant,Sport
Vancouver,Wen Wei Dance Society,20000,Community Gaming Grant,Arts and Culture
Vancouver,WePress Community Arts Space Society,11000,Community Gaming Grant,Arts and Culture
Vancouver,West Coast Book Prize Society,29500,Community Gaming Grant,Arts and Culture
Vancouver,West Coast Chamber Music,6000,Community Gaming Grant,Arts and Culture
Vancouver,Western Canada Community Projects Society,30000,Community Gaming Grant,Arts and Culture
Vancouver,Western Front Society,45000,Community Gaming Grant,Arts and Culture
Vancouver,Western Gold Theatre Society,20000,Community Gaming Grant,Arts and Culture
Vancouver,Western Theatre Conspiracy Arts Society,32500,Community Gaming Grant,Arts and Culture
Vancouver,Zeezee Theatre Society,15500,Community Gaming Grant,Arts and Culture
Vanderhoof,Nechako Figure Skating Club,10000,Community Gaming Grant,Sport
Vanderhoof,Nechako Valley Exhibition,30000,Community Gaming Grant,Arts and Culture
Vanderhoof,Nechako Valley Wrestling Club,5000,Community Gaming Grant,Sport
Vanderhoof,Vanderhoof International Airshow Society,35500,Community Gaming Grant,Arts and Culture
Vernon,Arts Council of the North Okanagan,15000,Community Gaming Grant,Arts and Culture
Vernon,British Columbia Freestyle Ski Association,26000,Community Gaming Grant,Sport
Vernon,Caetani Cultural Centre Society,7500,Community Gaming Grant,Arts and Culture
Vernon,Cross Country BC,75500,Community Gaming Grant,Sport
Vernon,Greater Vernon Minor Hockey Association,75000,Community Gaming Grant,Sport
Vernon,Greater Vernon Ringette Association,24500,Community Gaming Grant,Sport
Vernon,North Okanagan Sailing Association,16700,Community Gaming Grant,Sport
Vernon,North Okanagan Youth Soccer Association,65000,Community Gaming Grant,Sport
Vernon,North Valley Gymnastics Society,31600,Community Gaming Grant,Sport
Vernon,Okanagan Alpine Ski Association,4000,Community Gaming Grant,Sport
Vernon,Okanagan Military Tattoo Society,25000,Community Gaming Grant,Arts and Culture
Vernon,O'Keefe Ranch and Interior Heritage Society,11500,Community Gaming Grant,Arts and Culture
Vernon,Powerhouse Theatrical Society,25000,Community Gaming Grant,Arts and Culture
Vernon,Sadok Ukrainian Dance Ensemble of Vernon,6000,Community Gaming Grant,Arts and Culture
Vernon,The Biathlon Society of British Columbia,39000,Community Gaming Grant,Sport
Vernon,Vernon and District Association for Community Living,50000,Community Gaming Grant,Human and Social Services
Vernon,Vernon Baseball Association,21000,Community Gaming Grant,Sport
Vernon,Vernon Concert Band Society,2000,Community Gaming Grant,Arts and Culture
Vernon,Vernon Figure Skating Club,25000,Community Gaming Grant,Sport
Vernon,Vernon Kokanee Swim Club,28500,Community Gaming Grant,Sport
Vernon,Vernon Minor Fastball Association,4800,Community Gaming Grant,Sport
Vernon,Vernon Paddling Centre Society,17720,Community Gaming Grant,Sport
Vernon,Vernon Public Art Gallery Society,71000,Community Gaming Grant,Arts and Culture
Vernon,Vernon Rowing and Dragon Boat Club,36000,Community Gaming Grant,Sport
Vernon,Vernon Ski Club,35000,Community Gaming Grant,Sport
Vernon,Vernon Speedskating Club,2200,Community Gaming Grant,Sport
Vernon,Vernon Winter Carnival Society,35000,Community Gaming Grant,Arts and Culture
Victoria,Art Gallery of Greater Victoria,83500,Community Gaming Grant,Arts and Culture
Victoria,Ballet Victoria Society,49000,Community Gaming Grant,Arts and Culture
Victoria,Bays United Football Club,94680,Community Gaming Grant,Sport
Victoria,BC Accordion and Tango Society,25000,Community Gaming Grant,Arts and Culture
Victoria,BC Black History Awareness Society,15000,Community Gaming Grant,Arts and Culture
Victoria,Beacon Hill Baseball and Softball Association,25000,Community Gaming Grant,Sport
Victoria,Belfry Theatre Society,90000,Community Gaming Grant,Arts and Culture
Victoria,Blue Bridge Theatre Society,25000,Community Gaming Grant,Arts and Culture
Victoria,British Columbia Museums Association,56000,Community Gaming Grant,Arts and Culture
Victoria,Canadian Sport Institute Pacific Society,13000,Community Gaming Grant,Sport
Victoria,Capital City Fencers' Club,7150,Community Gaming Grant,Sport
Victoria,Capital Region Female Minor Hockey Association,58500,Community Gaming Grant,Sport
Victoria,Castaway Wanderers Rugby Football Club,10000,Community Gaming Grant,Sport
Victoria,Chinook Racing Canoe Club,3000,Community Gaming Grant,Sport
Victoria,Cine-Vic Society of Independent Filmmakers,26900,Community Gaming Grant,Arts and Culture
Victoria,Civic Orchestra Society of Victoria,6000,Community Gaming Grant,Arts and Culture
Victoria,Dance Victoria Society,19500,Community Gaming Grant,Arts and Culture
Victoria,Embrace Arts Foundation,7100,Community Gaming Grant,Arts and Culture
Victoria,Esquimalt Hockey Society,15000,Community Gaming Grant,Sport
Victoria,Fernwood Neighbourhood Resource Group Society,19000,Community Gaming Grant,Human and Social Services
Victoria,Friends of the Ashton Armoury Museum,15000,Community Gaming Grant,Arts and Culture
Victoria,Garden City Electronic Music Society,5900,Community Gaming Grant,Arts and Culture
Victoria,Gordon Head and Cordova Bay Soccer Club,75000,Community Gaming Grant,Sport
Victoria,Gordon Head Lawn Bowling Club,6000,Community Gaming Grant,Sport
Victoria,Gorge Soccer Association,72000,Community Gaming Grant,Sport
Victoria,Greater Victoria BMX Association,15000,Community Gaming Grant,Sport
Victoria,Greater Victoria Performing Arts Festival Association,10000,Community Gaming Grant,Arts and Culture
Victoria,Greater Victoria Ringette Association,4000,Community Gaming Grant,Sport
Victoria,Greater Victoria Youth Rowing Society,32000,Community Gaming Grant,Sport
Victoria,Hallmark Society,5000,Community Gaming Grant,Arts and Culture
Victoria,Highland Heritage Park Society,1125,Community Gaming Grant,Arts and Culture
Victoria,Impulse Theatre Society,30750,Community Gaming Grant,Arts and Culture
Victoria,Independent Media Producers Network Society,18900,Community Gaming Grant,Arts and Culture
Victoria,International Theatre Inconnu Society,36000,Community Gaming Grant,Arts and Culture
Victoria,Intrepid Theatre Company Society,70000,Community Gaming Grant,Arts and Culture
Victoria,Island String Players Society,15000,Community Gaming Grant,Arts and Culture
Victoria,Island Swimming Club,71750,Community Gaming Grant,Sport
Victoria,Island Ukuleles A Music Society,19000,Community Gaming Grant,Arts and Culture
Victoria,Juan de Fuca Minor Hockey Association,100000,Community Gaming Grant,Sport
Victoria,Juan de Fuca Soccer Association,105000,Community Gaming Grant,Sport
Victoria,Kaleidoscope Theatre Productions Society,85000,Community Gaming Grant,Arts and Culture
Victoria,La Societe Francophone de Victoria,30000,Community Gaming Grant,Arts and Culture
Victoria,Lakehill Soccer Association,76850,Community Gaming Grant,Sport
Victoria,Langford Minor Fastball Association,18600,Community Gaming Grant,Sport
Victoria,Langham Court Theatre Society,35000,Community Gaming Grant,Arts and Culture
Victoria,Layritz Intermediate Baseball Association,8000,Community Gaming Grant,Sport
Victoria,Layritz Little League Baseball Association,11100,Community Gaming Grant,Sport
Victoria,National Ball Association,19500,Community Gaming Grant,Sport
Victoria,Oak Bay Summer Swim Club,20000,Community Gaming Grant,Sport
Victoria,Open Space Arts Society,28050,Community Gaming Grant,Arts and Culture
Victoria,Pacific Coast Swimmers and Parents Association (PCSPA),110000,Community Gaming Grant,Sport
Victoria,Pacific Northwest Junior Lacrosse League Association,30000,Community Gaming Grant,Sport
Victoria,Pacific Opera Victoria Association,100000,Community Gaming Grant,Arts and Culture
Victoria,Pacific Peoples' Partnership Association,32500,Community Gaming Grant,Arts and Culture
Victoria,Prospect Lake Soccer Club,19500,Community Gaming Grant,Sport
Victoria,Puente Theatre Society,13200,Community Gaming Grant,Arts and Culture
Victoria,Racquet Club of Victoria Skating Club,34300,Community Gaming Grant,Sport
Victoria,REP Here In Canada,21800,Community Gaming Grant,Arts and Culture
Victoria,Runnymede Enhancement Society,24000,Community Gaming Grant,Arts and Culture
Victoria,Saanich Skating Club of Victoria,18000,Community Gaming Grant,Sport
Victoria,Saanich Water Polo School Association,48000,Community Gaming Grant,Sport
Victoria,Societe Radio Communautaire Victoria,5000,Community Gaming Grant,Arts and Culture
Victoria,Story Theatre Productions Society,50000,Community Gaming Grant,Arts and Culture
Victoria,Swim B.C.,20000,Community Gaming Grant,Sport
Victoria,The Bateman Foundation,43000,Community Gaming Grant,Arts and Culture
Victoria,"The Canadian Pacific Lawn Bowling and Croquet Club of Victoria, B.C.",3150,Community Gaming Grant,Sport
Victoria,The Linden Singers of Victoria Society,8500,Community Gaming Grant,Arts and Culture
Victoria,The Maritime Museum of British Columbia Society,75000,Community Gaming Grant,Arts and Culture
Victoria,Theatre Skam Association,73400,Community Gaming Grant,Arts and Culture
Victoria,Tripleshot Cycling Club,10000,Community Gaming Grant,Sport
Victoria,University of Victoria Student Radio Society,34000,Community Gaming Grant,Arts and Culture
Victoria,Vancouver Island Junior Football Society,15750,Community Gaming Grant,Sport
Victoria,Velox-Valhallian Sports Association,23500,Community Gaming Grant,Sport
Victoria,Veselka Ukrainian Dance Association,10000,Community Gaming Grant,Arts and Culture
Victoria,Victoria and Vancouver Island Greek Community Society,66400,Community Gaming Grant,Arts and Culture
Victoria,Victoria Arts Council,40500,Community Gaming Grant,Arts and Culture
Victoria,Victoria Baroque Music Society,7500,Community Gaming Grant,Arts and Culture
Victoria,Victoria BC Ska & Reggae Society,51300,Community Gaming Grant,Arts and Culture
Victoria,Victoria Conservatory of Music,95100,Community Gaming Grant,Arts and Culture
Victoria,Victoria Curling Club,50000,Community Gaming Grant,Sport
Victoria,Victoria Fastball Club,4750,Community Gaming Grant,Sport
Victoria,Victoria Festival of Authors,5000,Community Gaming Grant,Arts and Culture
Victoria,Victoria Filipino-Canadian Association,7500,Community Gaming Grant,Arts and Culture
Victoria,Victoria Fire Department Historical Society,15000,Community Gaming Grant,Arts and Culture
Victoria,Victoria Independent Film & Video Festival,39500,Community Gaming Grant,Arts and Culture
Victoria,Victoria Lawn Bowling Club,6000,Community Gaming Grant,Sport
Victoria,Victoria Minor Hockey Association,148000,Community Gaming Grant,Sport
Victoria,Victoria On Stage Musical Theatre Society,6800,Community Gaming Grant,Arts and Culture
Victoria,Victoria Pride Society,9800,Community Gaming Grant,Arts and Culture
Victoria,Victoria Racquet Club Minor Hockey Association,37000,Community Gaming Grant,Sport
Victoria,Victoria Russian School Society,7500,Community Gaming Grant,Arts and Culture
Victoria,Victoria Senior Lacrosse Association,15000,Community Gaming Grant,Sport
Victoria,Victoria Shakespeare Society,21000,Community Gaming Grant,Arts and Culture
Victoria,Victoria Symphony Society,73250,Community Gaming Grant,Arts and Culture
Victoria,Victoria Synchronized Swimming Club,20000,Community Gaming Grant,Sport
Victoria,Victoria Target Theatre Society,7500,Community Gaming Grant,Arts and Culture
Victoria,Victoria West Athletic Association,15000,Community Gaming Grant,Sport
Victoria,Victoria West Lawn Bowling Club,4000,Community Gaming Grant,Sport
Victoria,Victoria Youth Paddling Club Society,15000,Community Gaming Grant,Sport
Victoria,Viva Youth Choirs Society of Victoria,10000,Community Gaming Grant,Arts and Culture
Victoria,Vox Humana Chamber Choir Society,5000,Community Gaming Grant,Arts and Culture
Victoria,West Coast Children's Choral Society,23500,Community Gaming Grant,Arts and Culture
Victoria,Xchanges Gallery & Studio Society,8312,Community Gaming Grant,Arts and Culture
Wells,Island Mountain Arts Society,26000,Community Gaming Grant,Arts and Culture
West Kelowna,Big White Freestyle Ski Team Association,13000,Community Gaming Grant,Sport
West Kelowna,Kelowna Rowing Club,10500,Community Gaming Grant,Sport
West Kelowna,Mount Boucherie Skating Club,50000,Community Gaming Grant,Sport
West Kelowna,West Kelowna Minor Baseball Association,20000,Community Gaming Grant,Sport
West Vancouver,Asahi Baseball Association,7000,Community Gaming Grant,Sport
West Vancouver,Dogwood Heritage Society of BC,35000,Community Gaming Grant,Arts and Culture
West Vancouver,Dundarave Festival of Lights Society,15500,Community Gaming Grant,Arts and Culture
West Vancouver,Kay Meek Arts Society,45500,Community Gaming Grant,Arts and Culture
West Vancouver,North  Shore Dolphins Dive Club Society,32500,Community Gaming Grant,Sport
West Vancouver,Pacific Spirit Choir Society,5000,Community Gaming Grant,Arts and Culture
West Vancouver,Pandoras Vox Vocal Ensemble Society,15000,Community Gaming Grant,Arts and Culture
West Vancouver,West Van Theatre Company Society,4000,Community Gaming Grant,Arts and Culture
West Vancouver,West Vancouver Community Arts Council,26000,Community Gaming Grant,Arts and Culture
West Vancouver,West Vancouver Field Hockey Club,41000,Community Gaming Grant,Sport
West Vancouver,West Vancouver Football Club,95000,Community Gaming Grant,Sport
West Vancouver,West Vancouver Little League Society,20000,Community Gaming Grant,Sport
West Vancouver,West Vancouver Minor Hockey Association,48000,Community Gaming Grant,Sport
West Vancouver,West Vancouver Youth Band Society,22000,Community Gaming Grant,Arts and Culture
Westbank,Westside Ringette Association,21000,Community Gaming Grant,Sport
Westbank,Westside Youth Soccer Association,52000,Community Gaming Grant,Sport
Westwold,Kamloops Canoe & Kayak Club,37000,Community Gaming Grant,Sport
Whistler,The Whistler Writing Society,9750,Community Gaming Grant,Arts and Culture
Whistler,Whistler Arts Council,37500,Community Gaming Grant,Arts and Culture
Whistler,Whistler Blackcomb Freestyle Ski Club,16375,Community Gaming Grant,Sport
Whistler,Whistler Film Festival Society,50000,Community Gaming Grant,Arts and Culture
Whistler,Whistler Gymnastics Club,37700,Community Gaming Grant,Sport
Whistler,Whistler Minor Hockey Association,47000,Community Gaming Grant,Sport
Whistler,Whistler Mountain Ski Club,31900,Community Gaming Grant,Sport
Whistler,Whistler Museum and Archives Society,18500,Community Gaming Grant,Arts and Culture
Whistler,Whistler Off Road Cycling Association,15000,Community Gaming Grant,Sport
Whistler,Whistler Sailing Association,15000,Community Gaming Grant,Sport
Whistler,Whistler Seawolves Swim Club,16500,Community Gaming Grant,Sport
Whistler,Whistler Skating Club,19500,Community Gaming Grant,Sport
Whistler,Whistler Youth Soccer Club,12000,Community Gaming Grant,Sport
White Rock,Langley Blades Speed Skating Club,9000,Community Gaming Grant,Sport
White Rock,Mann Park Lawn Bowling Club,9500,Community Gaming Grant,Sport
White Rock,Peace Arch Curling Club,25000,Community Gaming Grant,Sport
White Rock,Peninsula Productions Society,17100,Community Gaming Grant,Arts and Culture
White Rock,Semiahmoo Minor Hockey Association,150000,Community Gaming Grant,Sport
White Rock,White Rock South Surrey Skating Club,42500,Community Gaming Grant,Sport
Williams Lake,Cariboo Chilcotin Gymnastics Association,24000,Community Gaming Grant,Sport
Williams Lake,Museum of the Cariboo Chilcotin Society,30000,Community Gaming Grant,Arts and Culture
Williams Lake,Station House Studio and Gallery Society,23000,Community Gaming Grant,Arts and Culture
Williams Lake,Williams Lake Blue Fins Swim Club,16500,Community Gaming Grant,Sport
Williams Lake,Williams Lake Curling Club,17500,Community Gaming Grant,Sport
Williams Lake,Williams Lake Skating Club,15500,Community Gaming Grant,Sport
Winfield,Winfield and District Minor Hockey Association,36500,Community Gaming Grant,Sport
Winfield,Winfield Curling Club,15000,Community Gaming Grant,Sport
